"send_country","post_city","post_country","post_type","post_title"
"Israel","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Israel","Kathmandu","Nepal","Embassy / High Commission","Embassy"
"Israel","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Israel","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Israel","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Israel","Oslo","Norway","Embassy / High Commission","Embassy"
"Israel","Panama City","Panama","Embassy / High Commission","Embassy"
"Israel","Lima","Peru","Embassy / High Commission","Embassy"
"Israel","Manila","Philippines","Embassy / High Commission","Embassy"
"Israel","Warsaw","Poland","Embassy / High Commission","Embassy"
"Israel","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Israel","Bucharest","Romania","Embassy / High Commission","Embassy"
"Israel","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Israel","Kigali","Rwanda","Embassy / High Commission","Embassy"
"Israel","Dakar","Senegal","Embassy / High Commission","Embassy"
"Israel","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Israel","Singapore","Singapore","Embassy / High Commission","Embassy"
"Israel","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Israel","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Israel","Madrid","Spain","Embassy / High Commission","Embassy"
"Israel","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Israel","Bern","Switzerland","Embassy / High Commission","Embassy"
"Israel","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Israel","Ankara","Turkey","Embassy / High Commission","Embassy"
"Israel","Ashgabat","Turkmenistan","Embassy / High Commission","Embassy"
"Israel","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Israel","London","United Kingdom","Embassy / High Commission","Embassy"
"Israel","Washington DC","United States","Embassy / High Commission","Embassy"
"Israel","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Israel","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Israel","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Israel","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Israel","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General"
"Israel","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Israel","Toronto","Canada","Consulate / Consulate-General","Consulate-General"
"Israel","Chengdu","China","Consulate / Consulate-General","Consulate-General"
"Israel","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Israel","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Israel","Shanghai","China","Consulate / Consulate-General","Consulate-General"
"Israel","Munich","Germany","Consulate / Consulate-General","Consulate-General"
"Israel","Bengalaru","India","Consulate / Consulate-General","Consulate-General"
"Israel","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Israel","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Israel","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Israel","Atlanta","United States","Consulate / Consulate-General","Consulate-General"
"Israel","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Israel","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Israel","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Israel","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Israel","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Israel","New York","United States","Consulate / Consulate-General","Consulate-General"
"Israel","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Israel","Vienna","Austria","Permanent Mission","Mission to IAEA/CTBTO"
"Israel","Vienna","Austria","Permanent Mission","Mission to UN"
"Israel","Brussels","Belgium","Permanent Mission","Mission to EU/NATO"
"Israel","Paris","France","Permanent Mission","Mission to OECD"
"Israel","Geneva","Switzerland","Permanent Mission","Mission to UN"
"Israel","New York","United States","Permanent Mission","Mission to UN"
"Israel","Taipei","Taiwan*","Other","Economic & Cultural Office"
"Italy","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Italy","Tirana","Albania","Embassy / High Commission","Embassy"
"Italy","Algiers","Algeria","Embassy / High Commission","Embassy"
"Italy","Luanda","Angola","Embassy / High Commission","Embassy"
"Italy","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Italy","Yerevan","Armenia","Embassy / High Commission","Embassy"
"Italy","Canberra","Australia","Embassy / High Commission","Embassy"
"Italy","Vienna","Austria","Embassy / High Commission","Embassy"
"Italy","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Italy","Manama","Bahrain","Embassy / High Commission","Embassy"
"Italy","Dhaka","Bangladesh","Embassy / High Commission","Embassy"
"Italy","Minsk","Belarus","Embassy / High Commission","Embassy"
"Italy","Brussels","Belgium","Embassy / High Commission","Embassy"
"Italy","La Paz","Bolivia Plurinational State of","Embassy / High Commission","Embassy"
"Italy","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Italy","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Italy","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Italy","Yaounde","Cameroon","Embassy / High Commission","Embassy"
"Italy","Ottawa","Canada","Embassy / High Commission","Embassy"
"Italy","Santiago","Chile","Embassy / High Commission","Embassy"
"Italy","Beijing","China","Embassy / High Commission","Embassy"
"Italy","Bogota","Colombia","Embassy / High Commission","Embassy"
"Italy","Brazzaville","Congo","Embassy / High Commission","Embassy"
"Italy","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Italy","Abidjan","Cote d'Ivoire","Embassy / High Commission","Embassy"
"Italy","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Italy","Havana","Cuba","Embassy / High Commission","Embassy"
"Italy","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Italy","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Italy","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"Italy","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Italy","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Italy","Quito","Ecuador","Embassy / High Commission","Embassy"
"Italy","Cairo","Egypt","Embassy / High Commission","Embassy"
"Italy","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Italy","Asmara","Eritrea","Embassy / High Commission","Embassy"
"Italy","Talinn","Estonia","Embassy / High Commission","Embassy"
"Italy","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Italy","Helsinki","Finland","Embassy / High Commission","Embassy"
"Italy","Paris","France","Embassy / High Commission","Embassy"
"Italy","Libreville","Gabon","Embassy / High Commission","Embassy"
"Italy","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Italy","Berlin","Germany","Embassy / High Commission","Embassy"
"Italy","Accra","Ghana","Embassy / High Commission","Embassy"
"Italy","Athens","Greece","Embassy / High Commission","Embassy"
"Italy","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Italy","Conakry","Guinea","Embassy / High Commission","Embassy"
"Italy","Budapest","Hungary","Embassy / High Commission","Embassy"
"Italy","New Delhi","India","Embassy / High Commission","Embassy"
"Italy","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Italy","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Italy","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Italy","Dublin","Ireland","Embassy / High Commission","Embassy"
"Italy","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Italy","Tokyo","Japan","Embassy / High Commission","Embassy"
"Italy","Amman","Jordan","Embassy / High Commission","Embassy"
"Italy","Nur-Sultan","Kazakhstan","Embassy / High Commission","Embassy"
"Italy","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Italy","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Italy","Pristina","Kosovo*","Embassy / High Commission","Embassy"
"Italy","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Italy","Riga","Latvia","Embassy / High Commission","Embassy"
"Italy","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Italy","Tripoli","Libya","Embassy / High Commission","Embassy"
"Italy","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Italy","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
"Italy","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Italy","Valletta","Malta","Embassy / High Commission","Embassy"
"Italy","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Italy","Chisinau","Moldova Republic of","Embassy / High Commission","Embassy"
"Italy","Monaco","Monaco","Embassy / High Commission","Embassy"
"Italy","Ulaanbaatar","Mongolia","Embassy / High Commission","Embassy"
"Italy","Podgorica","Montenegro","Embassy / High Commission","Embassy"
"Italy","Rabat","Morocco","Embassy / High Commission","Embassy"
"Italy","Maputo","Mozambique","Embassy / High Commission","Embassy"
"Italy","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Italy","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Italy","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Italy","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Italy","Niamey","Niger","Embassy / High Commission","Embassy"
"Italy","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Italy","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Italy","Oslo","Norway","Embassy / High Commission","Embassy"
"Italy","Muscat","Oman","Embassy / High Commission","Embassy"
"Italy","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Italy","Panama City","Panama","Embassy / High Commission","Embassy"
"Italy","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Italy","Lima","Peru","Embassy / High Commission","Embassy"
"Italy","Manila","Philippines","Embassy / High Commission","Embassy"
"Italy","Warsaw","Poland","Embassy / High Commission","Embassy"
"Italy","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Italy","Doha","Qatar","Embassy / High Commission","Embassy"
"Italy","Bucharest","Romania","Embassy / High Commission","Embassy"
"Italy","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Italy","San Marino","San Marino","Embassy / High Commission","Embassy"
"Italy","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Italy","Dakar","Senegal","Embassy / High Commission","Embassy"
"Italy","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Italy","Singapore","Singapore","Embassy / High Commission","Embassy"
"Italy","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Italy","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Italy","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Italy","Madrid","Spain","Embassy / High Commission","Embassy"
"Italy","Colombo","Sri Lanka","Embassy / High Commission","Embassy"
"Italy","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Italy","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Italy","Bern","Switzerland","Embassy / High Commission","Embassy"
"Italy","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Italy","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Italy","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Italy","Ankara","Turkey","Embassy / High Commission","Embassy"
"Italy","Ashgabat","Turkmenistan","Embassy / High Commission","Embassy"
"Italy","Kampala","Uganda","Embassy / High Commission","Embassy"
"Italy","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Italy","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Italy","London","United Kingdom","Embassy / High Commission","Embassy"
"Italy","Washington DC","United States","Embassy / High Commission","Embassy"
"Italy","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Italy","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Italy","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Italy","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Italy","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Italy","Lusaka","Zambia","Embassy / High Commission","Embassy"
"Italy","Harare","Zimbabwe","Embassy / High Commission","Embassy"
"Italy","Vlore","Albania","Consulate / Consulate-General","Consulate-General"
"Italy","Bahia Blanca","Argentina","Consulate / Consulate-General","Consulate-General"
"Italy","Buenos Aires","Argentina","Consulate / Consulate-General","Consulate-General"
"Italy","Cordoba","Argentina","Consulate / Consulate-General","Consulate-General"
"Italy","La Plata","Argentina","Consulate / Consulate-General","Consulate-General"
"Italy","Mar del Plata","Argentina","Consulate / Consulate-General","Consulate"
"Italy","Mendoza","Argentina","Consulate / Consulate-General","Consulate First Class"
"Italy","Rosario","Argentina","Consulate / Consulate-General","Consulate-General"
"Italy","Adelaide","Australia","Consulate / Consulate-General","Consulate"
"Italy","Brisbane","Australia","Consulate / Consulate-General","Consulate"
"Italy","Melbourne","Australia","Consulate / Consulate-General","Consulate-General"
"Italy","Perth","Australia","Consulate / Consulate-General","Consulate"
"Italy","Sydney","Australia","Consulate / Consulate-General","Consulate-General"
"Italy","Charleroi","Belgium","Consulate / Consulate-General","Consulate-General"
"Italy","Belo Horizonte","Brazil","Consulate / Consulate-General","Consulate"
"Italy","Curitiba","Brazil","Consulate / Consulate-General","Consulate-General"
"Italy","Porto Alegre","Brazil","Consulate / Consulate-General","Consulate-General"
"Italy","Recife","Brazil","Consulate / Consulate-General","Consulate"
"Italy","Rio de Janeiro","Brazil","Consulate / Consulate-General","Consulate-General"
"Italy","Sao Paolo","Brazil","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Montreal","Canada","Consulate / Consulate-General","Consulate-General"
"Italy","Toronto","Canada","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Vancouver","Canada","Consulate / Consulate-General","Consulate-General"
"Italy","Chongqing","China","Consulate / Consulate-General","Consulate-General"
"Italy","Guangzhou","China","Consulate / Consulate-General","Consulate-General"
"Italy","Hong Kong","China","Consulate / Consulate-General","Consulate-General"
"Italy","Shanghai","China","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Rijeka","Croatia","Consulate / Consulate-General","Consulate-General"
"Italy","Lyon","France","Consulate / Consulate-General","Consulate-General"
"Italy","Marseille","France","Consulate / Consulate-General","Consulate-General"
"Italy","Metz","France","Consulate / Consulate-General","Consulate-General"
"Italy","Nice","France","Consulate / Consulate-General","Consulate-General"
"Italy","Paris","France","Consulate / Consulate-General","Consulate-General"
"Italy","Cologne","Germany","Consulate / Consulate-General","Consulate-General"
"Italy","Dortmund","Germany","Consulate / Consulate-General","Consulate"
"Italy","Frankfurt","Germany","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Freiburg","Germany","Consulate / Consulate-General","Consulate"
"Italy","Hanover","Germany","Consulate / Consulate-General","Consulate-General"
"Italy","Munich","Germany","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Stuttgart","Germany","Consulate / Consulate-General","Consulate-General"
"Italy","Kolkata","India","Consulate / Consulate-General","Consulate-General"
"Italy","Mumbai","India","Consulate / Consulate-General","Consulate-General"
"Italy","Erbil","Iraq","Consulate / Consulate-General","Consulate"
"Italy","Osaka","Japan","Consulate / Consulate-General","Consulate-General"
"Italy","Jerusalem","Jerusalem*","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Benghazi","Libya","Consulate / Consulate-General","Consulate"
"Italy","Casablanca","Morocco","Consulate / Consulate-General","Consulate-General"
"Italy","Lagos","Nigeria","Consulate / Consulate-General","Consulate-General"
"Italy","Karachi","Pakistan","Consulate / Consulate-General","Consulate"
"Italy","Moscow","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Italy","St. Petersburg","Russian Federation","Consulate / Consulate-General","Consulate-General"
"Italy","Jeddah","Saudi Arabia","Consulate / Consulate-General","Consulate-General"
"Italy","Koper","Slovenia","Consulate / Consulate-General","Consulate-General"
"Italy","Cape Town","South Africa","Consulate / Consulate-General","Consulate"
"Italy","Johannesburg","South Africa","Consulate / Consulate-General","Consulate-General"
"Italy","Barcelona","Spain","Consulate / Consulate-General","Consulate-General"
"Italy","Basel","Switzerland","Consulate / Consulate-General","Consulate"
"Italy","Geneva","Switzerland","Consulate / Consulate-General","Consulate-General"
"Italy","Lugano","Switzerland","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Zurich","Switzerland","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Istanbul","Turkey","Consulate / Consulate-General","Consulate-General"
"Italy","Izmir","Turkey","Consulate / Consulate-General","Consulate"
"Italy","Dubai","United Arab Emirates","Consulate / Consulate-General","Consulate-General"
"Italy","Edinburgh","United Kingdom","Consulate / Consulate-General","Consulate-General"
"Italy","London","United Kingdom","Consulate / Consulate-General","Consulate-General"
"Italy","Boston","United States","Consulate / Consulate-General","Consulate-General"
"Italy","Chicago","United States","Consulate / Consulate-General","Consulate-General"
"Italy","Detroit","United States","Consulate / Consulate-General","Consulate First Class"
"Italy","Houston","United States","Consulate / Consulate-General","Consulate-General"
"Italy","Los Angeles","United States","Consulate / Consulate-General","Consulate-General"
"Italy","Miami","United States","Consulate / Consulate-General","Consulate-General"
"Italy","New York","United States","Consulate / Consulate-General","Consulate-General First Class"
"Italy","Philadelphia","United States","Consulate / Consulate-General","Consulate-General"
"Italy","San Francisco","United States","Consulate / Consulate-General","Consulate-General"
"Italy","Caracas","Venezuela Bolivarian Republic of","Consulate / Consulate-General","Consulate-General"
"Italy","Maracaibo","Venezuela Bolivarian Republic of","Consulate / Consulate-General","Consulate"
"Italy","Ho Chi Minh City","Vietnam","Consulate / Consulate-General","Consulate-General"
"Italy","Vienna","Austria","Permanent Mission","Mission to Int'l Orgs"
"Italy","Brussels","Belgium","Permanent Mission","Mission to EU/ECHR"
"Italy","Brussels","Belgium","Permanent Mission","Mission to NATO"
"Italy","Paris","France","Permanent Mission","Mission to Int'l Orgs"
"Italy","Strasbourg","France","Permanent Mission","Mission to CoE"
"Italy","Rome","Italy","Permanent Mission","Mission to UN/FAO/IFAD"
"Italy","Geneva","Switzerland","Permanent Mission","Mission to Int'l Orgs"
"Italy","New York","United States","Permanent Mission","Mission to UN"
"Japan","Kabul","Afghanistan","Embassy / High Commission","Embassy"
"Japan","Tirana","Albania","Embassy / High Commission","Embassy"
"Japan","Algiers","Algeria","Embassy / High Commission","Embassy"
"Japan","Luanda","Angola","Embassy / High Commission","Embassy"
"Japan","Buenos Aires","Argentina","Embassy / High Commission","Embassy"
"Japan","Yerevan","Armenia","Embassy / High Commission","Embassy"
"Japan","Canberra","Australia","Embassy / High Commission","Embassy"
"Japan","Vienna","Austria","Embassy / High Commission","Embassy"
"Japan","Baku","Azerbaijan","Embassy / High Commission","Embassy"
"Japan","Manama","Bahrain","Embassy / High Commission","Embassy"
"Japan","Dhaka","Bangladesh","Embassy / High Commission","Embassy"
"Japan","Bridgetown","Barbados","Embassy / High Commission","Embassy"
"Japan","Minsk","Belarus","Embassy / High Commission","Embassy"
"Japan","Brussels","Belgium","Embassy / High Commission","Embassy"
"Japan","Cotonou","Benin","Embassy / High Commission","Embassy"
"Japan","La Paz","Bolivia Plurinational State of","Embassy / High Commission","Embassy"
"Japan","Sarajevo","Bosnia and Herzegovina","Embassy / High Commission","Embassy"
"Japan","Gaborone","Botswana","Embassy / High Commission","Embassy"
"Japan","Brasilia","Brazil","Embassy / High Commission","Embassy"
"Japan","Bandar Seri Begawan","Brunei Darussalam","Embassy / High Commission","Embassy"
"Japan","Sofia","Bulgaria","Embassy / High Commission","Embassy"
"Japan","Ouagadougou","Burkina Faso","Embassy / High Commission","Embassy"
"Japan","Phnom Penh","Cambodia","Embassy / High Commission","Embassy"
"Japan","Yaounde","Cameroon","Embassy / High Commission","Embassy"
"Japan","Ottawa","Canada","Embassy / High Commission","Embassy"
"Japan","Santiago","Chile","Embassy / High Commission","Embassy"
"Japan","Beijing","China","Embassy / High Commission","Embassy"
"Japan","Bogota","Colombia","Embassy / High Commission","Embassy"
"Japan","San Jose","Costa Rica","Embassy / High Commission","Embassy"
"Japan","Abidjan","Cote d'Ivoire","Embassy / High Commission","Embassy"
"Japan","Zagreb","Croatia","Embassy / High Commission","Embassy"
"Japan","Havana","Cuba","Embassy / High Commission","Embassy"
"Japan","Nicosia","Cyprus","Embassy / High Commission","Embassy"
"Japan","Prague","Czech Republic","Embassy / High Commission","Embassy"
"Japan","Kinshasa","Democratic Republic of The Congo","Embassy / High Commission","Embassy"
"Japan","Copenhagen","Denmark","Embassy / High Commission","Embassy"
"Japan","Djibouti","Djibouti","Embassy / High Commission","Embassy"
"Japan","Santo Domingo","Dominican Republic","Embassy / High Commission","Embassy"
"Japan","Quito","Ecuador","Embassy / High Commission","Embassy"
"Japan","Cairo","Egypt","Embassy / High Commission","Embassy"
"Japan","San Salvador","El Salvador","Embassy / High Commission","Embassy"
"Japan","Talinn","Estonia","Embassy / High Commission","Embassy"
"Japan","Addis Ababa","Ethiopia","Embassy / High Commission","Embassy"
"Japan","Suva","Fiji","Embassy / High Commission","Embassy"
"Japan","Helsinki","Finland","Embassy / High Commission","Embassy"
"Japan","Paris","France","Embassy / High Commission","Embassy"
"Japan","Libreville","Gabon","Embassy / High Commission","Embassy"
"Japan","Tbilisi","Georgia","Embassy / High Commission","Embassy"
"Japan","Berlin","Germany","Embassy / High Commission","Embassy"
"Japan","Accra","Ghana","Embassy / High Commission","Embassy"
"Japan","Athens","Greece","Embassy / High Commission","Embassy"
"Japan","Guatemala City","Guatemala","Embassy / High Commission","Embassy"
"Japan","Conakry","Guinea","Embassy / High Commission","Embassy"
"Japan","Petion-Ville","Haiti","Embassy / High Commission","Embassy"
"Japan","Tegucigalpa","Honduras","Embassy / High Commission","Embassy"
"Japan","Budapest","Hungary","Embassy / High Commission","Embassy"
"Japan","Reykjavik","Iceland","Embassy / High Commission","Embassy"
"Japan","New Delhi","India","Embassy / High Commission","Embassy"
"Japan","Jakarta","Indonesia","Embassy / High Commission","Embassy"
"Japan","Tehran","Iran Islamic Republic of","Embassy / High Commission","Embassy"
"Japan","Baghdad","Iraq","Embassy / High Commission","Embassy"
"Japan","Dublin","Ireland","Embassy / High Commission","Embassy"
"Japan","Tel Aviv","Israel","Embassy / High Commission","Embassy"
"Japan","Rome","Italy","Embassy / High Commission","Embassy"
"Japan","Kingston","Jamaica","Embassy / High Commission","Embassy"
"Japan","Amman","Jordan","Embassy / High Commission","Embassy"
"Japan","Nur-Sultan","Kazakhstan","Embassy / High Commission","Embassy"
"Japan","Nairobi","Kenya","Embassy / High Commission","Embassy"
"Japan","Seoul","Korea Republic of (South Korea)","Embassy / High Commission","Embassy"
"Japan","Kuwait City","Kuwait","Embassy / High Commission","Embassy"
"Japan","Bishkek","Kyrgyzstan","Embassy / High Commission","Embassy"
"Japan","Vientiane","Lao People's Democratic Republic","Embassy / High Commission","Embassy"
"Japan","Riga","Latvia","Embassy / High Commission","Embassy"
"Japan","Beirut","Lebanon","Embassy / High Commission","Embassy"
"Japan","Vilnius","Lithuania","Embassy / High Commission","Embassy"
"Japan","Luxembourg","Luxembourg","Embassy / High Commission","Embassy"
"Japan","Antananarivo","Madagascar","Embassy / High Commission","Embassy"
"Japan","Lilongwe","Malawi","Embassy / High Commission","Embassy"
"Japan","Kuala Lumpur","Malaysia","Embassy / High Commission","Embassy"
"Japan","Male","Maldives","Embassy / High Commission","Embassy"
"Japan","Bamako","Mali","Embassy / High Commission","Embassy"
"Japan","Majuro","Marshall Islands","Embassy / High Commission","Embassy"
"Japan","Nouakchott","Mauritania","Embassy / High Commission","Embassy"
"Japan","Port Louis","Mauritius","Embassy / High Commission","Embassy"
"Japan","Mexico City","Mexico","Embassy / High Commission","Embassy"
"Japan","Pohnpei","Micronesia Federated States of","Embassy / High Commission","Embassy"
"Japan","Chisinau","Moldova Republic of","Embassy / High Commission","Embassy"
"Japan","Ulaanbaatar","Mongolia","Embassy / High Commission","Embassy"
"Japan","Rabat","Morocco","Embassy / High Commission","Embassy"
"Japan","Maputo","Mozambique","Embassy / High Commission","Embassy"
"Japan","Yangon","Myanmar","Embassy / High Commission","Embassy"
"Japan","Windhoek","Namibia","Embassy / High Commission","Embassy"
"Japan","Kathmandu","Nepal","Embassy / High Commission","Embassy"
"Japan","The Hague","Netherlands","Embassy / High Commission","Embassy"
"Japan","Wellington","New Zealand","Embassy / High Commission","Embassy"
"Japan","Managua","Nicaragua","Embassy / High Commission","Embassy"
"Japan","Abuja","Nigeria","Embassy / High Commission","Embassy"
"Japan","Skopje","Macedonia the former Yugoslav Republic of","Embassy / High Commission","Embassy"
"Japan","Oslo","Norway","Embassy / High Commission","Embassy"
"Japan","Muscat","Oman","Embassy / High Commission","Embassy"
"Japan","Islamabad","Pakistan","Embassy / High Commission","Embassy"
"Japan","Koror","Palau","Embassy / High Commission","Embassy"
"Japan","Panama City","Panama","Embassy / High Commission","Embassy"
"Japan","Port Moresby","Papua New Guinea","Embassy / High Commission","Embassy"
"Japan","Asuncion","Paraguay","Embassy / High Commission","Embassy"
"Japan","Lima","Peru","Embassy / High Commission","Embassy"
"Japan","Manila","Philippines","Embassy / High Commission","Embassy"
"Japan","Warsaw","Poland","Embassy / High Commission","Embassy"
"Japan","Lisbon","Portugal","Embassy / High Commission","Embassy"
"Japan","Doha","Qatar","Embassy / High Commission","Embassy"
"Japan","Bucharest","Romania","Embassy / High Commission","Embassy"
"Japan","Moscow","Russian Federation","Embassy / High Commission","Embassy"
"Japan","Kigali","Rwanda","Embassy / High Commission","Embassy"
"Japan","Apia","Samoa","Embassy / High Commission","Embassy"
"Japan","Riyadh","Saudi Arabia","Embassy / High Commission","Embassy"
"Japan","Dakar","Senegal","Embassy / High Commission","Embassy"
"Japan","Belgrade","Serbia","Embassy / High Commission","Embassy"
"Japan","Mahe","Seychelles","Embassy / High Commission","Embassy"
"Japan","Singapore","Singapore","Embassy / High Commission","Embassy"
"Japan","Bratislava","Slovak Republic","Embassy / High Commission","Embassy"
"Japan","Ljubljana","Slovenia","Embassy / High Commission","Embassy"
"Japan","Honiara","Solomon Islands","Embassy / High Commission","Embassy"
"Japan","Pretoria","South Africa","Embassy / High Commission","Embassy"
"Japan","Juba","South Sudan","Embassy / High Commission","Embassy"
"Japan","Madrid","Spain","Embassy / High Commission","Embassy"
"Japan","Colombo","Sri Lanka","Embassy / High Commission","Embassy"
"Japan","Khartoum","Sudan","Embassy / High Commission","Embassy"
"Japan","Stockholm","Sweden","Embassy / High Commission","Embassy"
"Japan","Bern","Switzerland","Embassy / High Commission","Embassy"
"Japan","Dushanbe","Tajikistan","Embassy / High Commission","Embassy"
"Japan","Dar Es Salaam","Tanzania United Republic of","Embassy / High Commission","Embassy"
"Japan","Bangkok","Thailand","Embassy / High Commission","Embassy"
"Japan","Dili","Timor-Leste","Embassy / High Commission","Embassy"
"Japan","Nuku'Alofa","Tonga","Embassy / High Commission","Embassy"
"Japan","Port of Spain","Trinidad and Tobago","Embassy / High Commission","Embassy"
"Japan","Tunis","Tunisia","Embassy / High Commission","Embassy"
"Japan","Ankara","Turkey","Embassy / High Commission","Embassy"
"Japan","Ashgabat","Turkmenistan","Embassy / High Commission","Embassy"
"Japan","Kampala","Uganda","Embassy / High Commission","Embassy"
"Japan","Kiev","Ukraine","Embassy / High Commission","Embassy"
"Japan","Abu Dhabi","United Arab Emirates","Embassy / High Commission","Embassy"
"Japan","London","United Kingdom","Embassy / High Commission","Embassy"
"Japan","Washington DC","United States","Embassy / High Commission","Embassy"
"Japan","Montevideo","Uruguay","Embassy / High Commission","Embassy"
"Japan","Tashkent","Uzbekistan","Embassy / High Commission","Embassy"
"Japan","Port Vila","Vanuatu","Embassy / High Commission","Embassy"
"Japan","Holy See","Vatican City State","Embassy / High Commission","Embassy"
"Japan","Caracas","Venezuela Bolivarian Republic of","Embassy / High Commission","Embassy"
"Japan","Hanoi","Vietnam","Embassy / High Commission","Embassy"
"Japan","Lusaka","Zambia","Embassy / High Commission","Embassy"
"Japan","Harare","Zimbabwe","Embassy / High Commission","Embassy"
